=== 深沟球轴承 === (9 cols)
ID|BCode|d|DD|B|Cr|Cor|nlimz|nlimy
101|33212|60|110|38|0.4|1.5|0.8|165|230|3600|4500
102|30312|60|130|34|0.35|1.7|1|170|210|3200|40000
103|31312|60|130|34|0.83|0.7|0.4|145|178|3200|4000
104|32312|60|130|48|0.35|1.7|1|228|302|3200|4000
105|32913|65|90|17|0.35|1.7|0.9|45.5|73.2|3800|4800
106|32013 X2|65|100|23|0.35|1.7|0.9|67.0|I02|3600|4500
107|32013|65|100|23|0.46|1.3|0.7|82.8|128|3600|4500
108|33013|65|100|27|0.35|1.7|1|98.0|158|3600|4500
109|33113|65|110|34|0.39|1.6|0.9|142|220|3400|4300
110|30213|65|120|25|0.4|1.5|0.8|120|152|3200|4000
111|32213|65|120|33|0.4|1.5|0.8|160|222|3200|4000
112|33213|65|120|41|0.39|1.5|0.9|202|282|3200|4000
113|30313|65|140|36|0.35|1.7|1|195|242|2800|3600
114|31313|65|140|36|0.83|0.7|0.4|165|202|2800|3600
115|32313|65|140|51|0.35|1.7|1|260|350|2800|3600
116|32914 X2|70|100|20|0.33|1.8|1|53.2|85.5|3600|4500
117|32914|70|100|20|0.32|1.9|1|70.8|115|3600|4500
118|32014 X2|70|110|25|0.34|1.8|1|83.8|128|3400|4300
119|32014|70|110|25|0.43|1.4|0.8|105|160|3400|4300
120|33014|70|110|31|0.28|2|1|135|220|3400|4300
121|33114|70|120|37|0.39|1.5|1.2|172|268|3200|4000
122|30214|70|125|26|0.42|1.4|0.8|132|175|3000|3800
123|32214|70|125|33|0.42|1.4|0.8|168|238|3000|3800
124|33214|70|125|41|0.41|1.5|0.8|208|298|3000|3800
125|30314|70|150|38|0.35|1.7|1|218|272|2600|3400
126|31314|70|150|38|0.83|0.7|0.4|188|230|2600|3400
127|32314|70|150|54|0.35|1.7|1|298|408|2600|3400
128|32915|75|105|20|0.33|1.8|1|78.2|125|3400|4300
129|32015 X2|75|115|25|0.35|1.7|0.9|85.2|135|3200|4000
130|32015|75|115|25|0.46|1.3|0.7|102|160|3200|4000
131|33015|75|115|31|0.3|2|1|132|220|3200|4000
132|33115|75|125|37|0.4|1.5|0.8|175|280|3000|3800
133|30215|75|130|27|0.44|1.4|0.8|138|185|2800|3600
134|32215|75|130|33|0.44|1.4|0.8|170|242|2800|3600
135|33215|75|130|41|0.43|1.4|0.8|208|300|2800|3600
136|30315|75|160|40|0.35|1.7|1|252|318|2400|3200
137|31315|75|160|40|0.83|0.7|0.4|208|258|2400|3200
138|32315|75|160|58|0.35|1.7|1|348|482|2400|3200
139|32916|80|110|20|0.35|1.7|0.9|79.2|128|3200|4000
140|32016 X2|80|125|29|0.34|1.8|1|102|162|3000|3800
141|32016|80|125|29|0.42|1.4|0.8|140|220|3000|3800
142|33016|80|125|36|0.28|2.2|1.2|182|305|3000|3800
143|33116|80|130|37|0.42|1.4|0.8|180|292|2800|3600
144|30216|80|140|28|0.42|1.4|0.8|160|212|2600|3400
145|32216|80|140|35|0.42|1.4|0.8|198|278|2600|3400
146|33216|80|140|46|0.43|1.4|0.8|245|362|2600|3400
147|30316|80|170|42|0.35|1.7|1|278|352|2200|3000
148|31316|80|170|42|0.83|0.7|0.4|230|288|2200|3000
149|32316|80|170|62|0.35|1.7|1|388|542|2200|3000
150|32917 X2|85|120|23|0.26|2.3|1.3|74.2|125|3400|3800
151|32917|85|120|23|0.33|1.8|1|96.8|165|3400|3800
152|32017 X2|85|130|29|0.35|1.7|0.9|105|170|2800|3600
153|32017|85|130|29|0.44|1.4|0.8|140|220|2800|3600
154|33017|85|130|36|0.29|2.1|1.1|180|305|2800|3600
155|33117|85|140|41|0.41|1.5|0.8|215|355|2600|3400
156|30217|85|150|30|0.42|1.4|0.8|178|238|2400|3200
157|32217|85|150|38|0.42|1.4|0.8|228|325|2400|3200
158|33217|85|150|49|0.42|1.4|0.8|282|415|2400|3200
159|30317|85|180|44|0.35|1.7|1|305|388|2000|2800
160|31317|85|180|44|0.83|0.7|0.4|255|318|2000|2800
161|32317|85|180|64|0.35|1.7|1|422|592|2000|2800
162|32918 X2|90|125|23|0.38|1.6|0.9|77.8|140|3200|3600
163|32918|90|125|23|0.34|1.8|1|95.8|165|3200|3600
164|32018 X2|90|140|32|0.34|1.8|1|122|192|2600|3400
165|32018|90|140|32|0.42|1.4|0.8|170|270|2600|3400
166|33018|90|140|39|0.27|2.2|1.2|232|388|2600|3400
167|33118|90|150|45|0.4|1.5|0.8|252|415|2400|3200
168|30218|90|160|32|0.42|1.4|0.8|200|270|2200|3000
169|32218|90|160|42|0.42|1.4|0.8|270|395|2200|3000
170|33218|90|160|55|0.4|1.5|0.8|330|500|2200|3000
171|30318|90|190|46|0.35|1.7|1|342|440|1900|2600
172|31318|90|190|46|0.83|0.7|0.4|282|358|1900|2600
173|32318|90|190|68|0.35|1.7|1|478|682|1900|2600
174|32919|95|130|23|0.36|1.7|0.9|97.2|170|2600|3400
175|32019 X2|95|145|32|0.36|1.7|0.9|122|192|2400|3200
176|32109|95|145|32|0.44|1.4|0.8|175|280|2400|3200
177|33019|95|145|39|0.28|2.2|1.2|230|390|2400|3200
178|33119|95|160|49|0.39|1.5|0.8|298|498|2200|3000
179|30219|95|170|34|0.42|1.4|0.8|228|308|2000|2800
180|32219|95|170|46|0.42|1.4|0.8|302|448|2000|2800
181|33219|95|170|58|0.41|1.5|0.8|378|568|2000|2800
182|30319|95|200|50|0.35|1.7|1|370|478|1800|2400
183|31319|95|200|50|0.83|0.7|0.4|310|400|1800|2400
184|32319|95|200|72|0.35|1.7|1|515|738|1800|2400
185|32920|100|140|25|0.33|1.8|1|128|218|2400|3200
186|32020 X2|100|150|32|0.37|1.9|0.9|125|205|2200|3000
187|32020|100|150|32|0.46|1.3|0.7|172|282|2200|3000
188|33020|100|150|39|0.29|2.1|1.2|230|390|2200|3000
189|33120|100|165|52|0.41|1.5|0.8|308|528|2000|2800
190|30220|100|180|37|0.42|1.4|0.8|255|350|1900|2600
191|32220|100|180|49|0.42|1.4|0.8|340|512|1900|2600
192|33220|100|180|63|0.4|1.5|0.8|438|665|1900|2600
193|30320|100|215|52|0.35|1.7|1|405|525|1600|2000
194|31320|100|215|56|0.83|0.7|0.4|372|488|1600|2000
195|32320|100|215|78|0.35|1.7|1|600|872|1600|2000
196|32921|105|145|25|0.34|1.8|1|128|225|2200|3000
197|32021 X2|105|160|35|0.36|1.7|0.9|162|270|2000|2800
198|32021|105|160|35|0.44|1.4|0.7|205|335|2000|2800
199|33021|105|160|43|0.28|2.1|1.2|258|438|2000|2800
200|33121|105|175|56|0.4|1.5|0.8|352|608|1900|2600
201|30221|105|190|39|0.42|1.4|0.8|285|398|1800|2400
202|32221|105|190|53|0.42|1.4|0.8|380|578|1800|2400
203|33221|105|190|68|0.4|1.5|0.8|498|770|1800|2400
204|30321|105|225|54|0.35|1.7|1|432|562|1500|1900
205|31321|105|225|58|0.83|0.7|0.4|398|525|1500|1900
206|32321|105|225|82|0.35|1.7|1|648|945|1500|1900
207|32922 X2|110|150|25|0.28|2.1|1.2|85.5|148|2000|2800
208|32922|110|150|25|0.36|1.7|0.9|130|232|2000|2800
209|32022 X2|110|170|38|0.35|1.7|0.9|182|302|1900|2600
210|32022|110|170|38|0.43|1.4|0.8|245|402|1900|2600
211|33022|110|170|47|0.29|2.1|1.2|288|502|1900|2600
212|33122|110|180|56|0.42|1.4|0.8|372|638|1800|2400
213|30222|110|200|41|0.42|1.4|0.8|315|445|1700|2200
214|32222|110|200|56|0.42|1.4|0.8|430|665|1700|2200
215|30322|110|240|54|0.35|1.7|1|472|612|1400|1800
216|31322|110|240|63|0.83|0.7|0.4|458|610|1400|1800
217|32322|110|240|84|0.35|1.7|1|725|1060|1400|1800
218|32924|120|165|29|0.35|1.7|1|172|318|1800|2400
219|32024 X2|120|180|38|0.37|1.6|0.9|198|338|1700|2200
220|32024|120|180|38|0.46|1.3|0.7|242|405|1700|2200
221|33024|120|180|48|0.31|2|1,1|298|535|1700|2200
222|33124|120|200|62|0.40|1.5|0.8|448|778|1600|2000
223|30224|120|215|44|0.44|1.4|0.8|338|482|1500|1900
224|32224|120|215|62|0.44|1.4|0.8|478|758|1500|1900
225|30324|120|260|60|0.35|1.7|1|562|745|1300|1700
226|31324|120|260|68|0.83|0.7|0.4|535|725|1300|1700
227|32324|120|260|90|0.35|1.7|1|825|1230|1300|1700
228|32926 X2|130|180|32|0.27|2.2|1.2|142|260|1700|2200
229|32926|130|180|32|0.34|1.8|1|205|380|1700|2200
230|32026 X2|130|200|45|0.35|1.7|0.9|242|418|1600|2000
231|32026|130|200|45|0.43|1.4|0.8|335|568|1600|2000
232|33026|130|200|55|0.34|1.8|1|400|728|1600|2000
233|30226|130|230|44|0.44|1.4|0.8|365|520|1400|1800
234|32226|130|230|68|0.44|1.4|0.8|552|888|1400|1800
235|30326|130|280|64|0.35|1.7|1|640|855|1100|1500
236|31326|130|280|72|0.83|0.7|0.4|592|805|1100|1500
237|32928 X2|140|190|32|0.29|2.1|1.1|145|265|1600|2000
238|32928|140|190|32|0.36|1.7|0.9|208|392|1600|2000
239|32028 X2|140|210|45|0.37|1.6|0.9|258|452|1400|1800
240|32028|140|210|45|0.46|1.3|0.7|330|568|1400|1800
241|33028|140|210|56|0.36|1.7|0.9|408|755|1400|1800
242|30228|140|250|46|0.44|1.4|0.8|408|585|1200|1600
243|32228|140|250|72|0.44|1.4|0.8|645|1050|1200|1600
244|30328|140|300|68|0.35|1.7|1|722|975|1000|1400
245|31328|140|300|77|0.83|0.7|0.4|678|928|1000|1400
246|32930 X2|150|210|38|0.27|2.2|1.2|198|368|1400|1800
247|32930|150|210|38|0.33|1.8|1|260|510|1400|1800
248|32030 X2|150|225|48|0.37|1.6|0.9|292|525|1300|1700
249|32030|150|225|48|0.46|1.3|0.7|368|635|1300|1700
250|33030|150|225|59|0.36|1.7|0.9|460|875|1300|1700
251|30230|150|270|49|0.44|1.4|0.8|450|645|1100|1500
252|32230|150|270|77|0.44|1.4|0.8|720|1180|1100|1500
253|30330|150|320|72|0.35|1.7|1|802|1090|950|1300
254|31330|150|320|82|0.83|0.7|0.4|772|1070|950|1300
255|32932 X2|160|220|38|0.27|2.2|1.2|218|405|1300|1700
256|32932|160|220|38|0.35|1.7|1|262|525|1300|1700
257|32032 X2|160|240|51|0.37|1.6|0.9|345|632|1200|1600
258|32032|160|240|51|0.46|1.3|0.7|420|735|1200|1600
259|30232|160|290|52|0.44|1.4|0.8|512|738|1000|1400
260|32232|160|290|84|0.44|1.4|0.8|858|1430|1000|1400
261|30332|160|340|75|0.35|1.7|1|878|1190|900|1200
262|32934 X2|170|230|38|0.28|2.1|1.2|222|418|1200|1600
263|32934|170|230|38|0.38|1.6|0.9|280|560|1200|1600
264|32034 X2|170|260|57|0.31|1.9|1.1|385|728|1100|1500
265|32034|170|260|57|0.44|1.4|0.7|520|920|1100|1500
266|30234|170|310|57|0.44|1.4|0.8|590|865|1000|1300
267|32234|170|310|91|0.44|1.4|0.8|968|1640|1000|1300
268|30334|170|360|80|0.35|1.7|1|995|1370|850|1100
269|32936|180|250|45|0.48|1.3|0.7|340|708|1100|1500
270|32036 X2|180|280|64|0.4|1.5|0.8|502|890|1000|1400
271|32036|180|280|64|0.42|1.4|0.8|640|1150|1000|1400
272|30236|180|320|57|0.45|1.3|0.7|610|912|900|1200
273|32236|180|320|91|0.45|1.3|0.7|998|1720|900|1200
274|30336|180|380|83|0.35|1.7|1|1090|1500|900|1100
275|32938 X2|190|260|45|0.38|1.6|0.9|292|580|1000|1400
276|32938|190|260|45|0.48|1.3|0.7|360|740|1000|1400
277|32038 X2|190|290|64|0.29|2.1|1.1|502|932|950|1300
278|32038|190|290|64|0.44|1.4|0.8|652|1180|950|1300
279|30238|190|340|60|0.44|1.4|0.8|698|1030|860|1100
280|32238|190|340|97|0.44|1.4|0.8|1120|1900|850|1100
281|32940 X2|200|280|51|0.39|1.5|0.8|345|710|950|1300
282|32940|200|280|51|0.39|1.5|0.8|460|950|950|1300
283|32040 X2|200|310|70|0.37|1.6|0.9|575|1120|900|1200
284|32040|200|310|70|0.43|1.4|0.8|782|1420|900|1200
285|30240|200|360|64|0.44|1.4|0.8|765|1140|800|1000
286|32240|200|360|104|0.41|1.5|0.8|1320|2180|800|1000
287|32944 X2|220|300|51|0.31|1.9|1.1|372|795|900|1200
288|32944|220|300|51|0.43|1.4|0.8|470|978|900|1200
289|32044 X2|220|340|76|0.35|1.7|0.9|702|1330|800|1000
290|32044|220|340|76|0.43|1.4|0.8|908|1670|800|1000
291|32948 X2|240|320|51|0.45|1.3|0.7|390|860|800|1000
292|32948|240|320|51|0.46|1.3|0.7|520|1060|800|1000
293|32048 X2|240|360|76|0.32|1.9|1|710|1420|700|900
294|32048|240|360|76|0.46|1.3|0.7|920|1730|700|900
295|32952 X2|260|360|64|0.3|2|1.1|525|1150|700|900
296|32952|260|360|64|0.41|1.5|0.8|688|1470|700|900
297|32052 X2|260|400|87|0.3|2|1.1|902|1810|670|850
298|32052|260|400|87|0.43|1.4|0.8|1120|2170|670|850
299|32956|280|380|64|0.43|1.4|0.7|745|1580|630|800
300|32056 X2|280|420|87|0.37|1.6|0.9|622|1940|600|750
301|32056|280|420|87|0.46|1.3|0.7|1190|2290|600|750
302|32960 X2|300|420|76|0.28|2.1|1.2|778|1700|600|750
303|32960|300|420|76|0.39|1.5|0.8|1020|2200|600|750
304|32060 X2|300|460|100|0.31|1.9|1.1|1050|2190|560|700
305|32060|300|460|100|0.43|1.4|0.8|1520|2940|560|700
306|32964 X2|320|440|76|0.3|2|1.1|798|1760|560|700
307|32964|320|440|76|0.42|1.4|0.8|1040|2320|560|700
308|32064 X2|320|480|100|0.42|1.4|0.8|1050|2190|530|670
309|32064|320|480|100|0.46|1.3|0.7|1540|3000|530|670
310|32968 X2|340|460|76|0.31|1.9|1.1|805|1830|530|670
311|32968|340|460|76|0.44|1.4|0.8|1050|2380|530|670
312|32972 X2|360|480|76|0.33|1.8|1|838|1940|500|630
313|32972|360|480|76|0.46|1.3|0.7|1060|2430|500|630
Total: 313
=== 推力球轴承 === (9 cols)
ID|BCode|d|DD|T|Ca|Coa|nlimz|nlimy
1|51100|10|24|9|10.0|14.0|6300|9000
2|51200|10|26|11|12.5|17.0|6000|8000
3|51101|12|26|9|10.2|15.2|6000|8500
4|51201|12|28|11|13.2|19.0|5300|7500
5|51102|15|28|9|10.5|16.8|5600|8000
6|51202|15|32|12|16.5|24.8|4800|6700
7|51103|17|30|9|10.8|18.2|5300|7500
8|51203|17|35|12|17.0|27.2|4500|6300
9|51104|20|35|10|14.2|24.5|4800|6700
10|51204|20|40|14|22.2|37.5|3800|5300
11|51304|20|47|18|35.0|55.8|3600|4500
12|51105|25|42|11|15.2|30.2|4300|6000
13|51205|25|47|15|27.8|50.5|3400|4800
14|51305|25|52|18|35.5|61.5|3000|4300
15|51405|25|60|24|55.5|89.2|2200|3400
16|51106|30|47|11|16.0|34.2|4000|5600
17|51206|30|52|16|28.0|54.2|3200|4500
18|51306|30|60|21|42.8|78.5|2400|3600
19|51406|30|70|28|72.5|125|1900|3000
20|51107|35|52|12|18.2|41.5|3800|5300
21|51207|35|62|18|39.2|78.2|2800|4000
22|51307|35|68|24|55.2|105|2000|3200
23|51407|35|80|32|86.8|155|1700|2600
24|51108|40|60|13|26.8|62.8|3400|4800
25|51208|40|68|19|47.0|98.2|2400|3600
26|51308|40|78|26|69.2|135|1900|3000
27|51408|40|90|36|112|205|1500|2200
28|51109|45|65|14|27.0|66.0|3200|4500
29|51209|45|73|20|47.8|105|2200|3400
30|51309|45|85|28|75.8|150|1700|2600
31|51409|45|100|39|140|262|1400|2000
32|51110|50|70|14|27.2|69.2|3000|4300
33|51210|50|78|22|48.5|112|2000|3200
34|51310|50|95|31|96.5|202|1600|2400
35|51410|50|110|43|160|302|1300|1900
36|51111|55|78|16|33.8|89.2|2800|4000
37|51211|55|90|25|67.5|158|1900|3000
38|51311|55|105|35|115|242|1500|2200
39|51411|55|120|48|182|355|1100|1700
40|51112|60|85|17|40.2|108|2600|3800
41|51212|60|95|26|73.5|178|1800|2800
42|51312|60|110|35|118|262|1400|2000
43|51412|60|130|51|200|395|1000|1600
44|51113|65|90|18|40.5|112|2400|3600
45|51213|65|100|27|74.8|188|1700|2600
46|51313|65|115|36|115|262|1300|1900
47|51413|65|140|56|215|448|900|1400
48|51114|70|95|18|40.8|115|2200|3400
49|51214|70|105|27|73.5|188|1600|2400
50|51314|70|125|40|148|340|1200|1800
51|51414|70|150|60|255|560|850|1300
52|51115|75|100|19|48.2|140|2000|3200
53|51215|75|110|27|74.8|198|1500|2200
54|51315|75|135|44|162|380|1100|1700
55|51415|75|160|65|268|615|800|1200
56|51116|80|105|19|48.5|145|1900|3000
57|51216|80|115|28|83.8|222|1400|2000
58|51316|80|140|44|160|380|1000|1600
59|51416|80|170|68|292|692|750|1100
60|51117|85|110|19|49.2|150|1800|2800
61|51217|85|125|31|102|280|1300|1900
62|51317|85|150|49|208|495|950|1500
63|51417|85|180|72|318|782|700|1000
64|51118|90|120|22|65.0|200|1700|2600
65|51218|90|135|35|115|315|1200|1800
66|51318|90|155|50|205|495|900|1400
67|51418|90|190|77|325|825|670|950
68|51120|100|135|25|85.0|268|1600|2400
69|51220|100|150|38|132|375|1100|1700
70|51320|100|170|55|235|595|800|1200
71|51420|100|210|85|400|1080|600|850
72|51122|110|145|25|87.0|288|1500|2200
73|51222|110|160|38|138|412|1000|1600
74|51322|110|190|63|278|755|700|1100
75|51422|110|230|95|490|1390|530|750
76|51124|120|155|25|87.0|298|1400|2000
77|51224|120|170|39|135|412|950|1500
78|51324|120|210|70|330|945|670|950
79|51424|120|250|102|412|1220|480|670
80|51126|130|170|30|108|375|1300|1900
81|51226|130|190|45|188|575|900|1400
82|51326|130|225|75|358|1070|600|850
83|51426|130|270|110|630|2010|430|600
84|51128|140|180|31|110|402|1200|1800
85|51228|140|200|46|190|598|850|1300
86|51328|140|240|80|395|1230|560|800
87|51428|140|280|112|630|2010|400|560
88|51130|150|190|31|110|415|1100|1700
89|51230|150|215|50|242|768|800|1200
90|51330|150|250|80|405|1310|530|750
91|51430|150|300|120|670|2240|380|530
92|51132|160|200|31|110|428|1000|1600
93|51232|160|225|51|240|768|750|1100
94|51332|160|270|87|470|1570|500|700
95|51134|170|215|34|135|528|950|1500
96|51234|170|240|55|280|915|700|1000
97|51334|170|280|87|470|1580|480|670
98|51136|180|225|34|135|528|900|1400
99|51236|180|250|56|285|958|670|950
100|51336|180|300|95|518|1820|430|600
101|51138|190|240|37|172|678|850|1300
102|51238|190|270|62|328|1160|630|900
103|51338|190|320|105|608|2220|400|560
104|51140|200|250|37|172|698|800|1200
105|51240|200|280|62|332|1210|600|850
106|51340|200|340|110|600|2220|360|500
107|51144|220|270|37|188|782|720|1100
108|51244|220|300|63|365|1360|560|800
109|51148|240|300|45|258|1040|700|1000
110|51248|240|340|78|468|1870|450|630
111|51348|240|380|112|692|2870|320|450
112|51152|260|320|45|270|1140|670|950
113|51252|260|360|79|488|2050|430|600
114|51156|280|350|53|338|1430|560|800
115|51256|280|380|80|490|2140|400|560
116|51160|300|380|62|415|1860|500|700
117|51260|300|420|95|578|2670|360|560
118|51164|320|400|63|418|1920|480|670
119|51264|320|440|95|612|2920|340|480
120|51168|340|420|64|428|2050|450|630
121|51268|340|460|96|620|3040|320|450
122|51368|340|540|160|1120|5720|150|220
123|51172|360|440|65|432|2110|430|600
124|51272|360|500|110|775|3940|260|380
125|51176|380|460|65|440|2210|430|600
126|51276|380|520|112|788|4120|240|360
127|51180|400|480|65|452|2320|400|560
128|51280|400|540|112|802|4310|220|340
129|51184|420|500|65|462|2480|380|530
130|51188|440|540|80|527|3000|360|500
131|51288|440|600|130|808|4430|180|280
132|51192|460|560|80|578|3310|320|450
133|51292|460|620|130|892|5230|170|260
134|51196|480|580|80|592|3490|300|430
135|511/500|500|600|80|595|3570|280|400
136|512/500|500|670|135|1020|6200|150|220
137|511/530|530|640|85|708|4000|260|380
138|512/630|630|850|175|1320|9300|100|160
139|511/670|670|800|105|860|5020|160|240
140|511/750|750|900|90|768|5900|160|240
Total: 140
=== 推力滚子轴承 === (9 cols)
ID|BCode|d|DD|T1|H|Ca|Coa|nlimy
1|29412|60|130|42|38|319|897|2400
2|29413|65|140|45|42|371|1048|2200
3|29414|70|150|48|44|416|1198|2000
4|29415|75|160|51|47|468|1367|1900
5|29416|80|170|54|50|532|1563|1800
6|29317|85|150|39|50|326|1037|2200
7|29417|85|180|58|54|582|1708|1700
8|29318|90|155|39|52|335|1089|2200
9|29418|90|190|60|56|642|1904|1600
10|29320|100|170|42|58|390|1284|2000
11|29420|100|210|67|62|778|2343|1400
12|29322|110|190|48|64|487|1625|1800
13|29422|110|230|73|69|923|2854|1300
14|29324|120|210|54|70|620|2066|1600
15|29424|120|250|78|74|1074|3308|1200
16|29326|130|225|58|76|663|2235|1500
17|29426|13|270|85|81|1249|3918|1100
18|29328|140|240|60|82|719|2539|1400
19|29428|140|280|85|86|1288|4133|1000
20|29330|150|250|60|87|781|2763|1300
21|29430|150|300|90|92|1452|4680|950
22|29332|160|270|67|92|927|3253|1200
23|29432|160|320|95|99|1589|5315|900
24|29334|170|280|67|96|940|3358|1100
25|29434|170|340|103|104|1878|6265|850
26|29336|180|300|73|103|1111|4056|1000
27|29436|180|360|109|110|2056|6867|750
28|29338|190|320|78|110|1301|4861|900
29|29438|190|380|115|117|2297|7774|700
30|29240|200|280|48|108|612|2518|1400
31|29340|200|340|85|116|1430|5181|900
32|29440|200|400|122|122|2483|8368|700
33|29244|220|300|48|117|634|2705|1300
34|29344|220|360|85|125|1524|5661|850
35|29444|220|420|122|132|2588|8990|670
36|29248|240|340|60|130|915|3951|1100
37|29348|240|380|85|135|1583|6014|800
38|29448|240|440|122|142|2725|9771|630
39|29252|260|360|60|139|944|4207|1000
40|29352|260|420|95|148|1940|7716|750
41|29452|260|480|132|154|3247|11930|600
42|29256|280|380|60|150|954|4348|950
43|29356|280|440|95|158|2023|8207|670
44|29456|280|520|145|166|3753|13794|530
45|29260|300|420|73|162|1340|6057|900
46|29360|300|480|109|168|2554|10396|630
47|29460|300|540|145|175|3895|14689|480
48|29264|320|440|73|172|1406|6556|800
49|29364|320|500|109|180|2578|10691|600
50|29464|320|580|155|191|4537|17432|450
51|29268|340|460|73|183|1432|6838|800
52|29368|340|540|122|192|3052|12554|530
53|29468|340|620|170|201|5002|18866|430
54|29272|360|500|85|194|1796|8412|700
55|29372|360|560|122|202|3124|13114|500
56|29472|360|640|170|210|5295|20562|400
57|29276|380|520|85|202|1886|9107|670
58|29376|380|600|132|216|3560|15005|450
59|29476|380|670|175|230|5799|23345|380
60|29280|400|540|85|212|1906|9359|670
61|29380|400|620|132|225|3690|15865|450
62|29480|400|710|185|236|6073|24293|360
63|29284|420|580|95|225|2356|11571|600
64|29384|420|650|140|235|3673|17692|430
65|29484|420|730|185|244|6344|25562|340
66|29288|440|600|95|235|2466|12439|560
67|29388|440|680|145|245|4434|19229|400
68|29488|440|780|206|260|7271|28835|320
69|29292|460|620|95|245|2474|12643|530
70|29392|460|710|150|257|4762|21051|360
71|29492|460|800|206|272|7793|31810|300
72|29296|480|650|103|259|2694|13555|500
73|29396|480|730|150|270|4967|22458|340
74|29496|480|850|224|280|8525|34066|280
75|292/500|500|670|103|268|2782|14281|480
76|293/500|500|750|150|280|5002|22895|340
77|294/500|500|870|224|290|8796|35832|260
78|292/530|530|710|109|288|3152|16392|430
79|293/530|530|800|160|295|5721|26124|320
80|294/530|530|920|236|309|10158|42513|240
81|292/560|560|750|115|302|3429|17939|430
82|293/560|560|850|175|310|6630|31664|300
83|294/560|560|980|250|328|11346|47887|220
84|292/600|600|800|122|321|3816|20181|400
85|293/600|600|900|180|335|7189|35016|280
86|294/600|600|1030|258|347|12144|52890|200
87|292/630|630|850|132|338|4582|24547|360
88|293/630|630|950|190|345|7762|36393|260
89|294/630|630|1090|280|365|13540|57622|180
90|292/670|670|900|140|364|5005|26906|340
91|293/670|670|1000|200|372|8737|43170|240
92|294/670|670|1150|290|387|14531|61781|170
93|292/710|710|950|145|380|5395|29444|300
94|293/710|710|1060|212|394|9542|45242|220
95|294/710|710|1220|308|415|16789|74880|160
96|292/750|750|1000|150|406|5787|31990|280
97|293/750|750|1120|224|415|10605|51639|200
98|294/750|750|1280|315|436|17827|79617|150
99|292/800|800|1060|155|426|6359|35963|260
100|293/800|800|1180|230|440|11380|55789|190
101|294/800|800|1360|335|462|19908|89611|140
102|292/850|850|1120|160|453|6887|39733|240
103|293/850|850|1250|243|468|12597|62092|180
104|294/850|850|1440|354|494|21435|96756|130
105|292/900|900|1180|170|477|7409|42526|220
106|293/900|900|1320|250|496|13494|67595|170
Total: 106
=== 调心球轴承 === (10 cols)
ID|BCode|圆锥孔10000K|d|DD|B|Cr|Cor|nlimz|nlimy
1|1200|1200K|10|30|9|5.48|1.20|24000|28000
2|1200TN1|1200KTN1|10|30|9|5.40|1.20|24000|28000
3|2200|2200K|10|30|14|7.12|1.58|24000|28000
4|2200TN1|2200KTN1|10|30|14|8.00|1.70|24000|28000
5|1300|1300K|10|35|11|7.22|1.62|20000|24000
6|1300TN1|1300KTN1|10|35|11|7.22|1.62|20000|24000
7|2300|2300K|10|35|11|11.0|2.45|18000|22000
8|2300TN1|2300KTN1|10|35|11|10.8|2.40|18000|22000
9|1201|1201K|12|32|10|5.55|1.25|22000|26000
10|1201TN1|1201KTN1|12|32|10|6.20|1.40|22000|26000
11|2201|2201K|12|32|14|8.80|1.80|22000|26000
12|2201TN1|2201KTN1|12|32|14|8.50|1.90|22000|26000
13|1301|1301K|12|37|12|9.42|2.12|18000|22000
14|1301TN1|1301KTN1|12|37|12|9.40|2.10|18000|22000
15|2301|2301K|12|37|17|12.5|2.72|17000|22000
16|2301TN1|2301KTN1|12|37|17|11.5|2.60|17000|22000
17|1202|1202K|15|35|11|7.48|1.75|18000|22000
18|1202TN1|1202KTN1|15|35|11|7.40|1.70|18000|22000
19|2202|2202K|15|35|14|7.65|1.80|18000|22000
20|2202TN1|2202KTN1|15|35|14|9.20|2.10|18000|22000
21|1302|1302K|15|42|13|9.50|2.28|16000|20000
22|1302TN1|1302KTN1|15|42|13|10.8|2.60|16000|20000
23|2302|2302K|15|42|17|12.0|2.88|14000|18000
24|2302TN1|2302KTN1|15|42|17|11.8|2.90|14000|18000
Total: 24
